排名,商品ID,所属店铺,商品标题,1.8米起步最低价(元),SKU款型名称,平台加补后到手价(元),优惠前原价(元),价格标签,1.8米直达链接
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀G【偏硬护脊 2cm无胶黄麻】腰不好人群 22cm,1498.55,2231,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀H【软硬适中 2cm天然乳胶】青少年人群 22cm,1498.55,2231,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀A【2种软硬可调 适中/微硬】青年和夫妻首选 22cm,1548.7,2298,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀B【2种软硬可调 偏软/适中】柔软且兼顾护腰 22cm,1648.15,2431,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀C【2种软硬可调 微硬/偏硬】怕热易出汗人群 22cm,1648.15,2431,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀D【2种软硬可调 微硬/偏硬】儿童和中老年人 22cm,1698.3,2498,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀E【4种软硬可调 偏软/微软/适中/微硬】全家适用 24cm,1748.45,2565,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,全拆尊耀F【5种软硬可调 偏软/微软/适中/微硬/偏硬】闭眼选 26cm,1848.75,2699,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
1,20719504509,moonlightfamily旗舰店,月光之家乳胶床垫家用独立弹簧软垫儿童黄麻棕硬护腰席梦思1.8米,1268.2,胖人H 软硬双面【大体重专用弹簧 推荐＞180斤】24cm,1698.3,2498,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=20719504509
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,五星G 适中单面【2cm乳胶+酒店专利弹簧】22cm,1236.75,1858,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,五星H 适中/偏硬双面【2cm乳胶+酒店专利弹簧+2cm黄麻】24cm,1296.25,1938,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,五星A 偏软单面【3cm乳胶+酒店专利弹簧】24cm 店长主推,1379.55,2118,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,五星B 偏软/偏硬双面【3cm乳胶+酒店专利弹簧+2cm黄麻】26cm,1469.65,2238,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,豪华C 柔软单面【5cm乳胶+酒店专利弹簧】26cm,1522.35,2308,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,豪华D 柔软/偏硬双面【5cm乳胶+酒店专利弹簧+2cm黄麻】28cm,1603.95,2418,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,总统E 超软单面【2cm记忆棉+5cm乳胶+酒店专利弹簧】28cm,1701.7,2548,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,总统F 超软/偏硬双面【2cm记忆棉+5cm乳胶+酒店专利弹簧+2cm黄麻】30cm,1798.6,2678,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,护脊J 偏硬单面【2cm黄麻+酒店专利弹簧】22cm,1229.1,1848,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,护脊K 中硬单面【乳胶+2cm黄麻+酒店专利弹簧】23cm,1326,1978,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,呼呼pro加厚B【软硬适中-透气】厚22cm,1394.85,2138,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,呼呼pro加厚C【适中偏硬-透气】厚24cm,1491.75,2268,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,透气G 适中单面【2cm乳胶+2cm透气3D+酒店专利弹簧】24cm,1296.25,1938,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,透气A 偏软单面【3cm乳胶+2cm透气3D+酒店专利弹簧】26cm,1469.65,2238,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,透气C 柔软单面【5cm乳胶+2cm透气3D+酒店专利弹簧】28cm,1603.95,2418,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
2,676435752637,睡眠骑士床垫企业店,睡眠骑士梦舒乳胶五星级酒店床垫席梦思记忆棉加厚30cm厚家用软垫,1229.1,透气E 超软单面【2cm记忆棉+5cm乳胶+2cm透气3D+酒店专利弹簧】30cm,1798.6,2678,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=676435752637
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,经济A≈20cm【防塌邦尼尔弹簧】 适中睡感 万人加购,682.55,958,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,经济B≈22cm【防塌邦尼尔弹簧】 偏硬睡感,757.35,1058,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,经济C≈22cm【防塌邦尼尔弹簧】 稍软睡感,757.35,1058,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,经济D≈24cm【防塌邦尼尔弹簧】 两面可用,824.5,1148,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡A≈20cm【防塌护脊独立弹簧】 适中护脊,764.15,1068,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡B≈22cm【防塌护脊独立弹簧】 偏硬护脊,832.15,1158,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡Bpro≈23cm【3cm黄麻+双线防塌独立弹簧】 偏硬护脊 店长主推,906.95,1258,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡C≈22cm【防塌护脊独立弹簧】 适中偏软,832.15,1158,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡Cpro≈23cm【3cm乳胶+双线防塌独立弹簧】 适中偏软,906.95,1258,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡D≈24cm【防塌护脊独立弹簧】 两面可用,861.9,1198,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,舒睡Epro≈23cm【3cm记忆棉+双线防塌独立弹簧】 适中贴合,906.95,1258,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级A≈22cm【防塌九区独立袋弹簧】 静音稍软,958.8,1328,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级Apro≈23cm【3cm乳胶+专利防塌独立袋弹簧】 静音稍软,1033.6,1428,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级B≈22cm【防塌九区独立袋弹簧】 静音偏硬,958.8,1328,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级Bpro≈23cm【3cm黄麻+专利防塌独立袋弹簧】 静音偏硬,1033.6,1428,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级C≈24cm【防塌九区独立袋弹簧】 软硬两用,1003.85,1388,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,升级Dpro≈23cm【3cm记忆棉+专利防塌独立袋弹簧】 静音贴合,1033.6,1428,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,轻奢A≈22cm【专利防塌独立袋弹簧】 适中偏硬,1078.65,1488,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
3,746683178170,yarges悠梦思旗舰店,悠梦思乳胶床垫独立弹簧1.5米1.8五星酒店席梦思软硬两用厚款定制,682.55,轻奢B≈22cm【专利防塌独立袋弹簧】 适中偏软,1078.65,1488,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=746683178170
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,护脊2.0A【22cm/护脊释压 适中睡感】2cm乳胶,1077.8,1498,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,护脊2.0B【22cm/推荐 偏硬护脊】2cm黄麻 万人加购,1048.05,1458,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,护脊2.0C【24cm/软硬两面睡】2cm乳胶+2cm黄麻,1127.1,1598,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,舒脊2.0A【22cm/柔软适中】2cm乳胶,1253.75,1768,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,舒脊2.0B【22cm/中硬睡感】2cm黄麻,1224,1728,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,舒脊2.0C【24cm/软硬双面睡】2cm乳胶+黄麻,1343.85,1888,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,舒脊2.0D（热销)【24cm/柔软舒适】3cm乳胶,1343.85,1888,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,舒脊2.0E【26cm/柔软双面】3cm乳胶+黄麻,1426.3,1998,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,旗舰透气2.0A 23cm【1886颗专利小弹簧】2cm乳胶+8CC 3D 适中 店长主推,1426.3,1998,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,旗舰透气2.0B 25cm【1886颗专利小弹簧】2cm乳胶+8CC3D+黄麻 双面,1484.1,2098,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,旗舰透气2.0C(护脊)24cm【1886颗专利小弹簧】2cm乳胶+黄麻,1476.45,2088,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,旗舰透气2.0D 23cm【1886颗专利小弹簧】2cm 3D芯 适中,1403.35,1968,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,旗舰透气2.0E(荐) 25cm【1886颗专利小弹簧】2cm 3D芯+黄麻 偏硬,1476.45,2088,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,奢睡2.0A 26cm【2cm乳胶+气泡簧+2cm记忆棉+1886颗专利小弹簧】 超柔软软,1648.15,2318,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,奢睡2.0B 28cm【2cm乳胶+气泡簧+2cm记忆棉+1886颗专利小弹簧】S黄麻 超软双面睡,1722.95,2418,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,奢睡2.0C 26cm【护脊3垫层-双簧舒压+S黄麻】柔韧护脊,1648.15,2318,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
4,45590433293,铂马仕旗舰店,铂马仕独立弹簧床垫乳胶席梦思软垫椰棕垫护脊偏硬家用双人1.8米,1048.05,奢睡2.0D 26cm 推荐【护脊3垫层-双簧舒压+透气3D芯】护脊透气,1678.75,2358,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=45590433293
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,舒豆A款=10cm【适中】2cm乳胶+迷你独立袋,1298.8,1907,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,舒豆B款=12cm【适中】2cm乳胶+迷你独立袋,1328.55,1947,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,舒豆C款=15cm【正面适中/反面偏硬】反面升级无胶黄麻 店长主推,1398.25,2097,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,舒豆D款=20cm【正面适中/反面偏硬】反面升级无胶黄麻,1468.8,2191,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,硬豆A款=10cm【偏硬】无胶黄麻+迷你独立袋,1268.2,1866,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,硬豆B款=12cm【偏硬】无胶黄麻+迷你独立袋,1298.8,1907,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,硬豆C款=15cm【偏硬】无胶黄麻+迷你独立袋,1328.55,1947,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,硬豆D款=20cm【偏硬】无胶黄麻+迷你独立袋,1398.25,2097,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,软豆A款=12cm【偏软】5cm乳胶+云感独立袋,1518.1,2257,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
5,25956076042,moonlightfamily旗舰店,月光之家乳胶床垫超薄款家庭用15cm软硬独立弹簧席梦思10厘米1.8m,1268.2,软豆B款=15cm【偏软】5cm乳胶+云感独立袋,1568.25,2324,平台加补后,https://detail.tmall.com/item.htm?b_s_f=sycm&b_spm=a21ag.29085015&id=25956076042
